timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1140,0.2492,-0.1672,9.7663,0.0130,0.0164,-0.0079
1150,-0.0550,-0.2161,9.8546,-0.0078,-0.0003,-0.0161
1160,0.2324,-0.2186,9.8054,0.0068,0.0097,0.0178
1170,-0.0485,0.1454,9.7755,-0.0034,-0.0160,-0.0004
1180,-0.0551,0.2709,9.7633,-0.0052,-0.0023,0.0180
1190,0.2133,-0.2404,9.8286,0.0018,0.0191,-0.0057
1200,-0.0611,-0.1861,9.7722,0.0139,-0.0018,0.0065
1210,0.0850,0.0583,9.7621,0.0115,-0.0103,-0.0150
1220,0.0387,-0.2588,9.8365,-0.0117,-0.0114,0.0148
1230,-0.1029,-0.2115,9.8501,-0.0199,0.0143,-0.0142
1240,-0.2220,-0.1496,9.7774,0.0064,-0.0190,-0.0194
1250,0.1740,-0.1572,9.7924,-0.0130,-0.0179,0.0097
1260,0.0157,0.1474,9.8076,0.0111,0.0005,-0.0156
1270,0.0023,0.2672,9.7643,0.0113,0.0147,0.0009
1280,-0.0252,0.2784,9.7661,-0.0008,-0.0039,0.0074
1290,-0.0058,0.2458,9.7673,-0.0168,0.0043,-0.0174
1300,-0.1350,0.0798,9.8148,-0.0070,0.0198,0.0012
1310,-0.0278,0.0633,9.7699,0.0081,0.0141,0.0060
1320,0.1614,0.1325,9.7815,-0.0019,-0.0109,-0.0064
1330,-0.0279,-0.0504,9.7695,-0.0029,0.0066,-0.0050
1340,-0.2084,0.2538,9.7667,0.0133,-0.0163,-0.0161
1350,0.1433,0.1871,9.8156,0.0035,0.0025,-0.0068
1360,-0.2267,-0.0878,9.8265,0.0100,0.0147,0.0088
1370,0.2810,0.0602,9.7952,0.0031,-0.0115,0.0063
1380,-0.1655,-0.2351,9.8445,-0.0053,0.0105,0.0030
1390,0.1843,0.2071,9.8575,0.0127,0.0045,0.0057
1400,-0.2842,0.2575,9.8429,-0.0093,-0.0128,0.0081
1410,-0.1146,-0.0961,9.7606,0.0148,0.0027,-0.0040
1420,-0.2149,0.0799,9.7631,0.0098,-0.0114,-0.0032
1430,-0.0955,-0.0780,9.8322,0.0111,0.0027,-0.0166
1440,-0.2684,-0.2056,9.8218,0.0070,-0.0091,0.0065
1450,-0.0086,-0.0348,9.7873,0.0102,-0.0154,-0.0028
1460,-0.1301,0.1071,9.8087,0.0067,-0.0182,-0.0042
1470,0.0596,-0.2954,9.7901,-0.0116,-0.0145,-0.0098
1480,-0.1031,-0.2954,9.8347,-0.0130,-0.0048,0.0081
1490,0.0002,0.2000,9.8406,-0.0171,0.0145,-0.0183
1500,-0.2888,0.2527,9.8462,0.0030,0.0029,0.0084
1510,-0.0494,-0.2309,9.7621,-0.0070,0.0121,0.0047
1520,0.1992,0.2519,9.7688,0.0138,-0.0103,0.0036
1530,0.0144,-0.0625,9.7910,-0.0064,-0.0067,-0.0133
1540,0.0063,-0.2316,9.8110,0.0162,-0.0060,0.0091
1550,0.1914,0.1890,9.7836,-0.0141,-0.0121,0.0041
1560,0.1561,0.0933,9.7777,0.0109,-0.0002,0.0102
1570,0.1559,-0.0307,9.8524,0.0026,0.0054,0.0050
1580,0.2185,0.0763,9.7751,-0.0173,-0.0023,-0.0079
1590,-0.1352,-0.2663,9.8107,-0.0076,-0.0019,-0.0177
1600,0.1990,-0.2540,9.8464,0.0142,0.0046,0.0003
1610,-0.0224,0.0326,9.8392,0.0158,-0.0020,0.0124
1620,0.0911,-0.1071,9.8076,-0.0140,-0.0175,-0.0159
1630,0.2395,-0.0939,9.8314,0.0002,-0.0131,-0.0101
1640,-0.0373,-0.0363,9.8123,-0.0137,-0.0051,-0.0087
1650,-0.0547,-0.0970,9.8198,0.0116,0.0059,-0.0174
1660,-0.2433,0.1070,9.7884,0.0089,0.0063,0.0163
1670,0.2240,-0.1000,9.8183,-0.0143,-0.0060,0.0187
1680,0.1191,-0.0648,9.8195,0.0175,-0.0076,-0.0049
1690,0.1750,0.1879,9.8270,0.0132,0.0096,0.0074
1700,0.0158,0.0876,9.8023,-0.0055,-0.0055,-0.0128
1710,-0.1715,0.2686,9.8086,-0.0109,-0.0145,-0.0169
1720,0.2067,-0.2393,9.8371,0.0134,0.0153,-0.0185
1730,-0.0979,0.1598,9.7731,-0.0049,-0.0135,0.0133
1740,0.1627,0.1854,9.7766,-0.0025,-0.0036,0.0071
1750,-0.1575,-0.0335,9.7885,0.0099,-0.0020,0.0014
1760,-0.1143,0.1852,9.8069,0.0134,-0.0053,0.0179
1770,0.2907,-0.0230,9.7882,-0.0047,0.0011,0.0187
1780,0.1901,0.1808,9.7738,-0.0100,0.0056,0.0150
1790,0.0327,-0.2384,9.8446,0.0140,-0.0086,0.0105
1800,-0.1363,0.2432,9.7747,-0.0025,0.0179,-0.0111
1810,-0.0293,-0.0902,9.7627,-0.0179,0.0001,-0.0106
1820,0.2967,-0.0751,9.7628,0.0172,0.0136,0.0060
1830,0.1748,-0.2174,9.7887,0.0132,0.0078,-0.0144
1840,0.1233,-0.0308,9.7605,-0.0168,-0.0098,0.0134
1850,0.0293,0.1363,9.8128,-0.0156,-0.0085,-0.0080
1860,-0.2714,-0.0481,9.8394,-0.0017,-0.0156,0.0162
1870,0.0580,-0.2901,9.8115,-0.0103,-0.0143,-0.0028
1880,0.0689,-0.1557,9.8017,0.0066,-0.0166,0.0190
1890,-0.2594,0.0156,9.8107,0.0195,0.0022,-0.0044
1900,-0.0179,0.0814,9.8581,-0.0099,-0.0194,0.0115
1910,-0.0931,0.1398,9.8228,0.0109,0.0094,-0.0067
1920,-0.2734,0.0276,9.8414,-0.0130,0.0112,-0.0014
1930,0.1172,0.0790,9.8411,-0.0175,0.0110,-0.0017
1940,-0.1239,-0.2737,9.7799,-0.0183,0.0173,0.0006
1950,0.2935,0.0258,9.7853,0.0101,-0.0124,-0.0057
1960,0.1685,0.2195,9.7932,-0.0150,-0.0053,0.0156
1970,0.1460,0.2368,9.7987,0.0189,-0.0002,-0.0001
1980,0.2546,0.0116,9.8401,0.0091,-0.0168,0.0041
1990,0.1934,0.0273,9.7921,-0.0168,0.0064,-0.0077
2000,0.0616,-0.0443,9.8290,-0.0059,-0.0183,0.0148
2010,-0.0885,0.2989,9.7875,0.0192,0.0179,-0.0170
2020,0.0825,-0.0820,9.8401,0.0072,0.0181,-0.0143
2030,0.0645,0.1688,9.7635,-0.0173,0.0111,-0.0053
2040,-0.0703,0.0403,9.8205,0.0072,0.0180,-0.0051
2050,0.1579,0.0444,9.8129,-0.0041,0.0060,-0.0100
2060,-0.2319,0.1414,9.8099,-0.0045,0.0025,-0.0095
2070,-0.1438,-0.0322,9.8596,-0.0086,0.0167,-0.0004
2080,-0.2264,0.2117,9.8052,0.0159,-0.0022,-0.0165
2090,0.1092,0.2073,9.7920,-0.0061,-0.0174,0.0017
2100,0.2348,0.2108,9.8312,0.0171,0.0055,0.0117
2110,0.0053,-0.2272,9.7801,-0.0144,0.0116,-0.0189
2120,0.0324,-0.0787,9.8404,0.0021,0.0045,-0.0166
2130,-0.1144,0.2998,9.8319,0.0010,0.0108,0.0129
2140,-0.2557,0.2834,9.8242,-0.0020,0.0072,-0.0062
2150,0.2268,0.1682,9.8240,-0.0127,0.0187,-0.0027
2160,0.2464,-0.2668,9.7724,-0.0139,-0.0134,-0.0071
2170,0.1256,-0.0924,9.8541,0.0158,0.0138,-0.0100
2180,0.0810,0.0305,9.7725,-0.0079,0.0013,0.0001
2190,-0.1988,0.2650,9.7754,0.0063,0.0088,0.0042
2200,0.2055,0.0382,9.8425,-0.0189,-0.0182,0.0057
2210,0.0461,0.0907,9.8367,-0.0033,0.0056,-0.0001
2220,0.0763,-0.1262,9.8557,-0.0007,0.0122,0.0074
2230,-0.1215,-0.2562,9.7660,-0.0024,-0.0006,-0.0118
2240,0.0640,-0.1125,9.8318,0.0094,0.0144,0.0190
2250,-0.2215,-0.0777,9.8162,-0.0072,-0.0013,-0.0093
2260,-0.1512,-0.2419,9.7890,-0.0046,0.0046,-0.0101
2270,0.2192,-0.2042,9.7927,0.0031,-0.0075,0.0105
2280,-0.0010,0.0088,9.8099,-0.0077,-0.0191,0.0178
2290,0.0033,0.2800,9.7815,-0.0059,-0.0180,-0.0002
2300,0.2294,0.0926,9.8071,0.0015,0.0139,-0.0028
2310,0.2295,0.1365,9.8364,-0.0054,-0.0040,0.0028
2320,-0.1832,0.0319,9.7674,0.0002,0.0106,-0.0088
2330,0.2935,0.1082,9.7719,0.0190,-0.0042,0.0118
2340,-0.0965,0.2634,9.8355,-0.0120,0.0004,0.0000
2350,-0.2728,-0.2178,9.7933,-0.0011,-0.0017,0.0043
2360,0.0093,-0.1032,9.8213,-0.0135,0.0196,0.0096
2370,-0.1205,-0.0982,9.8428,0.0013,0.0083,-0.0080
2380,0.1894,-0.0790,9.8274,0.0192,0.0033,0.0119
2390,0.1352,0.1128,9.7627,-0.0010,0.0187,0.0113
2400,0.1657,0.0466,9.8321,0.0033,-0.0132,0.0052
2410,0.0718,0.2047,9.7748,0.0072,-0.0187,0.0179
2420,-0.2341,-0.2886,9.7914,-0.0139,0.0076,-0.0036
2430,0.1650,0.2523,9.8473,0.0094,-0.0175,-0.0145
2440,-0.1756,-0.1050,9.8262,0.0010,-0.0074,-0.0131
2450,0.2473,-0.0946,9.7954,0.0109,0.0088,0.0057
2460,0.1160,0.0660,9.7792,-0.0101,0.0023,-0.0110
2470,0.2837,-0.1214,9.7889,-0.0117,0.0082,-0.0073
2480,-0.0907,0.2602,9.8395,-0.0091,-0.0151,0.0071
2490,-0.0722,0.2881,9.8418,0.0182,0.0122,-0.0084
2500,-0.1274,0.1285,9.7946,-0.0023,-0.0097,-0.0008
2510,-0.1788,0.0231,9.8533,0.0078,-0.0145,0.0046
2520,0.0521,-0.1545,9.8270,0.0012,0.0055,-0.0179
2530,-0.0520,0.1304,9.7701,0.0108,-0.0198,0.0020
2540,0.2575,-0.0559,9.8535,0.0151,-0.0009,-0.0120
2550,0.2783,-0.1073,9.8246,0.0163,-0.0164,0.0030
2560,0.0211,0.1339,9.8537,0.0165,-0.0130,0.0153
2570,-0.1945,0.2518,9.8597,-0.0041,-0.0002,0.0175
2580,0.2773,0.2556,9.8477,-0.0196,0.0027,-0.0157
2590,0.2898,-0.1293,9.8589,0.0017,-0.0002,0.0175
2600,0.2106,-0.0192,9.7793,-0.0155,-0.0135,-0.0016
2610,-0.1456,-0.1883,9.8337,0.0116,0.0027,0.0103
2620,-0.1947,0.2137,9.8497,0.0131,0.0006,-0.0165
2630,0.1016,-0.1891,9.7741,-0.0071,-0.0101,-0.0096
2640,-0.1587,0.1523,9.8554,-0.0079,0.0089,-0.0195
2650,0.0922,0.1157,9.7662,-0.0153,-0.0077,-0.0038
2660,0.0015,0.2371,9.8304,-0.0076,-0.0153,0.0166
2670,-0.1230,0.0688,9.7819,-0.0147,-0.0139,0.0099
2680,0.0634,-0.0505,9.8149,-0.0012,0.0015,0.0066
2690,-0.1690,-0.1515,9.8355,0.0149,-0.0167,-0.0021
2700,0.1223,-0.2531,9.8164,-0.0175,0.0019,0.0002
2710,0.0436,-0.2101,9.7928,0.0008,-0.0154,-0.0118
2720,0.0499,-0.2454,9.8110,0.0123,-0.0019,0.0005
2730,-0.0259,-0.2654,9.8062,0.0123,0.0089,-0.0042
2740,0.1899,0.1475,9.8178,-0.0182,-0.0062,-0.0174
2750,0.2965,0.2607,9.7669,0.0174,-0.0187,-0.0036
2760,0.1614,0.1595,9.8578,0.0058,-0.0032,0.0197
2770,-0.0705,0.2218,9.8507,-0.0050,0.0073,0.0065
2780,0.0236,0.0921,9.7948,-0.0129,0.0015,0.0012
2790,0.1367,-0.1664,9.7603,-0.0191,-0.0081,0.0069
2800,0.0267,0.0192,9.8423,-0.0101,-0.0062,-0.0090
2810,0.2624,0.1350,9.7713,0.0124,-0.0032,0.0106
2820,0.2303,-0.2906,9.7806,-0.0160,-0.0187,0.0039
2830,0.1220,-0.2708,9.8341,-0.0039,-0.0106,-0.0113
2840,0.2182,-0.2661,9.8104,-0.0084,0.0126,0.0093
2850,-0.1087,0.0588,9.8273,-0.0072,-0.0079,-0.0143
2860,0.0961,-0.1674,9.7901,-0.0176,0.0179,0.0152
2870,0.2469,0.0756,9.8027,-0.0002,0.0189,0.0177
2880,0.1028,0.1715,9.7919,-0.0033,-0.0140,-0.0049
2890,0.1526,-0.0159,9.8449,-0.0080,0.0083,0.0122
2900,0.2488,0.0374,9.8568,0.0023,-0.0146,-0.0103
2910,-0.1780,0.0880,9.8522,0.0139,-0.0163,0.0090
2920,-0.1857,-0.1389,9.8274,0.0041,0.0149,-0.0125
2930,0.1570,0.1346,9.8159,-0.0008,0.0148,-0.0067
2940,0.2742,-0.2908,9.8537,0.0185,-0.0153,0.0200
2950,-0.0126,-0.1544,9.8204,-0.0118,0.0166,0.0021
2960,0.1653,-0.0716,9.8134,-0.0056,-0.0095,0.0005
2970,-0.0016,-0.2408,9.8581,-0.0012,0.0136,0.0166
2980,-0.0776,-0.0516,9.8163,-0.0111,-0.0142,-0.0096
2990,0.2609,0.0475,9.8018,-0.0139,-0.0068,-0.0048
3000,0.2000,-0.0004,9.8255,0.0074,-0.0097,0.0129
3010,0.2799,0.0850,9.8091,-0.0133,0.0118,-0.0132
3020,0.1322,-0.0070,9.8517,0.0017,0.0057,-0.0177
3030,-0.2797,0.2080,9.8545,0.0067,0.0106,-0.0035
3040,0.2055,-0.1611,9.8307,-0.0196,0.0002,-0.0051
3050,0.0707,0.1001,9.8217,-0.0007,-0.0005,-0.0197
3060,0.0310,-0.2929,9.8129,-0.0090,0.0191,-0.0193
3070,0.1879,0.1044,9.8406,0.0164,-0.0157,-0.0161
3080,-0.2107,-0.1848,9.8126,0.0126,-0.0093,-0.0041
3090,-0.0762,-0.0564,9.8165,0.0196,-0.0110,0.0074
3100,0.2087,0.0922,9.8458,0.0104,-0.0163,-0.0048
3110,0.0316,-0.2663,9.7609,-0.0131,-0.0000,-0.0026
3120,0.1706,0.0395,9.8458,-0.0162,0.0011,-0.0183
3130,-0.1731,0.2209,9.8488,-0.0010,-0.0181,-0.0170
3140,0.2554,0.2396,9.8164,-0.0187,0.0172,-0.0074
3150,0.2769,0.0522,9.8352,0.0085,-0.0041,-0.0169
3160,-0.2025,-0.1557,9.8435,-0.0044,0.0159,-0.0067
3170,0.1534,-0.2160,9.8588,0.0090,0.0000,0.0190
3180,-0.2678,-0.0377,9.8439,-0.0064,0.0108,0.0182
3190,-0.0620,0.1641,9.7630,-0.0091,0.0197,-0.0004
3200,-0.0865,0.2647,9.8032,0.0072,0.0064,-0.0166
3210,0.0712,0.1788,9.8313,-0.0167,-0.0138,0.0085
3220,0.0803,0.1438,9.7917,-0.0157,-0.0198,-0.0077
3230,-0.0840,-0.1381,9.7733,-0.0125,-0.0020,0.0022
3240,-0.0552,-0.2842,9.7954,-0.0163,0.0039,-0.0070
3250,-0.0689,-0.1249,9.7988,-0.0166,0.0160,0.0162
3260,0.2869,0.0432,9.7770,-0.0048,-0.0144,-0.0080
3270,-0.0041,-0.2620,9.8035,-0.0032,-0.0006,-0.0169
3280,-0.1490,-0.1520,9.8225,0.0038,-0.0122,-0.0157
3290,-0.1172,0.2693,9.7932,0.0048,0.0122,-0.0068
3300,-0.0992,0.1893,9.8460,0.0190,-0.0146,-0.0072
3310,0.2684,-0.1795,9.7914,0.0186,0.0187,-0.0083
3320,0.1170,-0.0054,9.8176,-0.0103,-0.0050,0.0127
3330,-0.0642,-0.2317,9.8164,0.0037,0.0018,0.0073
3340,0.0301,0.2718,9.8062,0.0083,-0.0025,-0.0083
3350,0.1157,0.1914,9.8396,-0.0036,-0.0000,0.0053
3360,-0.1548,0.0952,9.8315,0.0116,-0.0170,0.0196
3370,-0.0125,-0.0595,9.8107,0.0168,0.0077,0.0017
3380,0.1744,-0.0843,9.8496,0.0015,0.0055,-0.0166
3390,0.1614,0.0946,9.7955,0.0059,-0.0182,0.0193
3400,0.1065,-0.0602,9.8353,0.0186,-0.0028,-0.0196
3410,-0.1448,0.0064,9.8119,0.0032,0.0030,-0.0022
3420,-0.0653,0.1634,9.8189,0.0000,-0.0062,-0.0190
3430,-0.2373,-0.0504,9.8562,-0.0154,0.0176,-0.0143
3440,-0.1129,-0.0268,9.7807,-0.0007,-0.0010,-0.0025
3450,0.1181,-0.1087,9.7900,0.0124,-0.0154,0.0140
3460,0.0888,0.1063,9.7764,0.0194,-0.0102,-0.0130
3470,-0.2039,0.0359,9.8558,-0.0107,-0.0038,-0.0126
3480,0.0843,-0.0407,9.7629,0.0046,-0.0121,0.0037
3490,-0.0667,0.1228,9.7806,0.0101,0.0123,-0.0175
3500,-0.2389,0.2232,9.7787,-0.0070,-0.0017,-0.0095
3510,0.2176,0.0166,9.8239,0.0039,0.0045,0.0035
3520,-0.0912,0.2073,9.8217,0.0125,0.0082,-0.0081
3530,0.0687,-0.2491,9.7734,-0.0153,-0.0078,-0.0127
3540,0.1161,0.0065,9.8018,-0.0145,-0.0047,-0.0126
3550,0.0813,0.1161,9.8245,0.0200,0.0022,-0.0004
3560,-0.2158,-0.1113,9.8051,-0.0179,-0.0056,-0.0196
3570,-0.2181,0.1891,9.8564,0.0002,-0.0002,0.0074
3580,-0.0506,0.2039,9.8089,-0.0167,-0.0188,0.0104
3590,-0.1247,-0.1351,9.8138,-0.0133,-0.0017,0.0097
3600,0.1596,0.0298,9.7713,-0.0154,0.0110,0.0129
3610,-0.0799,0.1936,9.7642,0.0088,0.0019,0.0196
3620,-0.2386,0.1980,9.8351,-0.0081,0.0200,-0.0020
3630,-0.0909,0.1900,9.8039,0.0198,0.0110,-0.0105
3640,0.1864,0.0528,9.7951,0.0084,0.0053,-0.0134
3650,-0.2165,-0.1760,9.7807,-0.0176,-0.0060,-0.0088
3660,0.0233,-0.1058,9.8304,-0.0084,-0.0093,0.0143
3670,0.2913,0.1076,9.7695,0.0185,0.0114,0.0168
3680,0.2955,0.2202,9.7727,0.0146,-0.0100,0.0085
3690,0.1971,0.1569,9.8276,-0.0004,0.0031,-0.0093
3700,-0.0515,-0.0288,9.8234,0.0152,-0.0163,0.0006
3710,-0.1331,0.2618,9.7969,0.0180,-0.0069,-0.0199
3720,0.1645,0.1396,9.8331,-0.0017,0.0066,-0.0057
3730,-0.2620,0.0207,9.7818,-0.0028,-0.0115,-0.0093
3740,0.1970,-0.0973,9.8178,0.0026,-0.0006,-0.0063
3750,0.1095,-0.2710,9.7700,0.0114,-0.0016,-0.0150
3760,0.2146,-0.0352,9.7601,0.0183,-0.0119,0.0075
3770,-0.2209,0.0900,9.7759,0.0173,-0.0090,0.0062
3780,-0.1498,-0.0769,9.8504,-0.0134,-0.0041,-0.0078
3790,0.1197,-0.1595,9.8255,0.0081,-0.0200,-0.0009
3800,-0.2204,-0.1643,9.8280,-0.0196,0.0078,0.0127
3810,0.2929,-0.0466,9.7732,-0.0172,-0.0047,0.0092
3820,-0.2385,-0.1120,9.8481,-0.0145,0.0109,0.0101
3830,-0.2201,0.2958,9.7743,0.0012,-0.0197,0.0060
3840,-0.0359,0.1335,9.8228,-0.0139,-0.0035,0.0075
3850,0.2160,-0.2480,9.7700,0.0101,0.0036,-0.0046
3860,0.2779,-0.1113,9.7740,-0.0089,-0.0166,0.0021
3870,0.0600,0.0646,9.8379,0.0076,0.0139,0.0063
3880,-0.1190,0.0106,9.8110,0.0099,-0.0082,-0.0178
3890,0.2387,0.2728,9.8095,-0.0155,-0.0000,0.0038
3900,0.0170,0.2866,9.8587,0.0174,-0.0147,0.0144
3910,0.0410,-0.0808,9.8283,0.0105,0.0182,0.0108
3920,-0.2900,-0.2595,9.7862,-0.0184,-0.0176,0.0116
3930,0.0040,0.0771,9.8101,-0.0034,0.0081,-0.0167
3940,0.0219,0.0696,9.7877,-0.0076,0.0005,-0.0119
